Project Path: arc_gmh5225_Shoggoth_7jwgcdjf

Source Tree:

```txt
arc_gmh5225_Shoggoth_7jwgcdjf
├── COFFLoader
│   ├── APISolver.c
│   ├── APISolver.h
│   ├── BeaconFunctions.c
│   ├── BeaconFunctions.h
│   ├── COFFLoader.c
│   ├── Makefile
│   ├── Structs.h
│   ├── alignStack.asm
│   └── linker.ld
├── PELoader
│   ├── APISolver.c
│   ├── APISolver.h
│   ├── Makefile
│   ├── PELoader.c
│   ├── alignStack.asm
│   └── linker.ld
├── README.md
├── img
│   ├── ShoggothExecutionFlow.png
│   ├── logo.png
│   └── shoggoth.jpg
├── src
│   ├── AuxFunctions.cpp
│   ├── AuxFunctions.h
│   ├── FirstEncryption.cpp
│   ├── FirstEncryption.h
│   ├── OptionsHelper.cpp
│   ├── OptionsHelper.h
│   ├── SecondEncryption.cpp
│   ├── SecondEncryption.h
│   ├── Shoggoth.sln
│   ├── Shoggoth.vcxproj
│   ├── Shoggoth.vcxproj.filters
│   ├── Shoggoth.vcxproj.user
│   ├── ShoggothEngine.cpp
│   ├── ShoggothEngine.h
│   ├── Structs.h
│   ├── asmjit
│   │   ├── asmjit-scope-begin.h
│   │   ├── asmjit-scope-end.h
│   │   ├── asmjit.h
│   │   ├── core
    CHAR msvcrtString[] = { 'm', 's', 'v', 'c', 'r', 't', '.', 'd', 'l', 'l', 0 };
    msvcrtDLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(msvcrtString);


    CHAR freeString[] = { 'f', 'r', 'e', 'e', 0 };
    freeFunc = GetSymbolAddress(msvcrtDLL, freeString);
    if (format == NULL) {
        return;
    }
    if (format->original) {
        ((FREE)freeFunc)(format->original);
        format->original = NULL;
    }
    format->buffer = NULL;
    format->length = 0;
    format->size = 0;
    return;
}

void BeaconFormatAppend(formatp* format, char* text, int len) {
    MyMemCpy((PBYTE) format->buffer,(PBYTE) text, len);
    format->buffer += len;
    format->length += len;
    return;
}

void BeaconFormatPrintf(formatp* format, char* fmt, ...) {
    /*Take format string, and sprintf it into here*/
    UINT64 kernel32DLL, msvcrtDLL;
    UINT64 loadLibraryAFunc, vsnprintfFunc;
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return;
    }

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
    loadLibraryAFunc = GetSymbolAddress(kernel32DLL, loadLibraryAString);

    CHAR msvcrtString[] = { 'm', 's', 'v', 'c', 'r', 't', '.', 'd', 'l', 'l', 0 };
    msvcrtDLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(msvcrtString);

    //CHAR va_startString[] = { 'v', 'a', '_', 's', 't','a','r','t',0};
    //va_startFunc = GetSymbolAddress(msvcrtDLL, va_startString);

    //CHAR va_endString[] = { 'v', 'a', '_','e','n','d',0 };
    //va_endFunc = GetSymbolAddress(msvcrtDLL, va_endString);

    CHAR vsnprintfString[] = { 'v', 's','n', 'p','r','i','n','t','f',0};
    vsnprintfFunc = GetSymbolAddress(msvcrtDLL, vsnprintfString);

    va_list args;
    int length = 0;

    va_start(args, fmt);
    length = ((VSNPRINTF) vsnprintfFunc)(NULL, 0, fmt, args);
    va_end(args);
    if (format->length + length > format->size) {
        return;
    }

    va_start(args, fmt);
    (void)((VSNPRINTF)vsnprintfFunc)(format->buffer, length, fmt, args);
    va_end(args);
    format->length += length;
    format->buffer += length;
    return;
}


char* BeaconFormatToString(formatp* format, int* size) {
    *size = format->length;
    return format->original;
}

void BeaconFormatInt(formatp* format, int value) {
    uint32_t indata = value;
    uint32_t outdata = 0;
    if (format->length + 4 > format->size) {
        return;
    }
    outdata = swap_endianess(indata);
    MyMemCpy((PBYTE) format->buffer,(PBYTE) &outdata, 4);
    format->length += 4;
    format->buffer += 4;
    return;
}

/* Main output functions */

void BeaconPrintf(int type, char* fmt, ...) {
    /* Change to maintain internal buffer, and return after done running. */
    UINT64 kernel32DLL, msvcrtDLL;
    UINT64 loadLibraryAFunc, vsnprintfFunc, vprintfFunc, reallocFunc;
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return;
    }

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
    loadLibraryAFunc = GetSymbolAddress(kernel32DLL, loadLibraryAString);

    CHAR msvcrtString[] = { 'm', 's', 'v', 'c', 'r', 't', '.', 'd', 'l', 'l', 0 };
    msvcrtDLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(msvcrtString);

    //CHAR va_startString[] = { 'v', 'a', '_', 's', 't','a','r','t',0};
    //va_startFunc = GetSymbolAddress(msvcrtDLL, va_startString);

    //CHAR va_endString[] = { 'v', 'a', '_','e','n','d',0 };
    //va_endFunc = GetSymbolAddress(msvcrtDLL, va_endString);

    CHAR vsnprintfString[] = { 'v', 's','n', 'p','r','i','n','t','f',0 };
    vsnprintfFunc = GetSymbolAddress(msvcrtDLL, vsnprintfString);

    CHAR vprintfString[] = { 'v', 'p','r','i','n','t','f',0 };
    vprintfFunc = GetSymbolAddress(msvcrtDLL, vprintfString);

    CHAR reallocString[] = { 'r', 'e','a','l','l','o','c',0 };
    reallocFunc = GetSymbolAddress(msvcrtDLL, reallocString);

    char* beacon_compatibility_output = NULL;
    int beacon_compatibility_size = 0;
    int beacon_compatibility_offset = 0;
    int length = 0;
    char* tempptr = NULL;
    va_list args;
    va_start(args, fmt);
    ((VPRINTF) vprintfFunc)(fmt, args);
    va_end(args);

    va_start(args, fmt);
    length = ((VSNPRINTF) vsnprintfFunc)(NULL, 0, fmt, args);
    va_end(args);
    GetFileSharingAddress((LPVOID *)&beacon_compatibility_output, &beacon_compatibility_size, &beacon_compatibility_offset);
    tempptr = ((REALLOC) reallocFunc)(beacon_compatibility_output, beacon_compatibility_size + length + 1);
    if (tempptr == NULL) {
        return;
    }
    beacon_compatibility_output = tempptr;
    PBYTE cursor = (PBYTE) (beacon_compatibility_output + beacon_compatibility_offset);
    for (int i = 0; i < length + 1; i++) {
        cursor[i] = 0;
    }
    va_start(args, fmt);
    length = ((VSNPRINTF) vsnprintfFunc)(beacon_compatibility_output + beacon_compatibility_offset, length, fmt, args);
    beacon_compatibility_size += length;
    beacon_compatibility_offset += length;
    va_end(args);
    SetFileSharingAddress(beacon_compatibility_output, beacon_compatibility_size, beacon_compatibility_offset,0);
    return;
}

void BeaconOutput(int type, char* data, int len) {
    UINT64 kernel32DLL, msvcrtDLL;
    UINT64 loadLibraryAFunc, reallocFunc;
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return;
    }

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
    loadLibraryAFunc = GetSymbolAddress(kernel32DLL, loadLibraryAString);

    CHAR msvcrtString[] = { 'm', 's', 'v', 'c', 'r', 't', '.', 'd', 'l', 'l', 0 };
    msvcrtDLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(msvcrtString);

    //CHAR va_startString[] = { 'v', 'a', '_', 's', 't','a','r','t',0};
    //va_startFunc = GetSymbolAddress(msvcrtDLL, va_startString);

    //CHAR va_endString[] = { 'v', 'a', '_','e','n','d',0 };
    //va_endFunc = GetSymbolAddress(msvcrtDLL, va_endString);

    CHAR reallocString[] = { 'r', 'e','a','l','l','o','c',0 };
    reallocFunc = GetSymbolAddress(msvcrtDLL, reallocString);

    char* tempptr = NULL;
    char* beacon_compatibility_output = NULL;
    int beacon_compatibility_size = 0;
    int beacon_compatibility_offset = 0;
    GetFileSharingAddress((LPVOID *)&beacon_compatibility_output, &beacon_compatibility_size, &beacon_compatibility_offset);

    tempptr = ((REALLOC) reallocFunc)(beacon_compatibility_output, beacon_compatibility_size + len + 1);
    beacon_compatibility_output = tempptr;
    if (tempptr == NULL) {
        return;
    }
    PBYTE cursor = (PBYTE) (beacon_compatibility_output + beacon_compatibility_offset);
    for (int i = 0; i < len + 1; i++) {
        cursor[i] = 0;
    }
    MyMemCpy((PBYTE) (beacon_compatibility_output + beacon_compatibility_offset), (PBYTE) data, len);
    beacon_compatibility_size += len;
    beacon_compatibility_offset += len;
    SetFileSharingAddress(beacon_compatibility_output, beacon_compatibility_size, beacon_compatibility_offset,0);
    return;
}

/* Token Functions */

BOOL BeaconUseToken(HANDLE token) {
    UINT64 kernel32DLL,advapi32DLL;
    UINT64 setThreadTokenFunc, loadLibraryAFunc;
    /* Probably needs to handle DuplicateTokenEx too */
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return FALSE;
    }

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
    loadLibraryAFunc = GetSymbolAddress(kernel32DLL, loadLibraryAString);

    CHAR advapi32DllString[] = { 'A', 'd', 'v', 'a', 'p', 'i','3','2', '.', 'd', 'l', 'l', 0};
    advapi32DLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(advapi32DllString);

    CHAR setThreadTokenString[] = { 'S', 'e', 't', 'T', 'h', 'r', 'e', 'a', 'd', 'T', 'o', 'k','e','n', 0};
    setThreadTokenFunc = GetSymbolAddress(advapi32DLL, setThreadTokenString);
    ((SETTHREADTOKEN)setThreadTokenFunc)(NULL, token);
    return TRUE;
}

void BeaconRevertToken(void) {
    UINT64 kernel32DLL, advapi32DLL;
    UINT64 revertToSelfFunc, loadLibraryAFunc;
    /* Probably needs to handle DuplicateTokenEx too */
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return;
    }

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
    loadLibraryAFunc = GetSymbolAddress(kernel32DLL, loadLibraryAString);

    CHAR advapi32DllString[] = { 'A', 'd', 'v', 'a', 'p', 'i','3','2', '.', 'd', 'l', 'l', 0 };
    advapi32DLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(advapi32DllString);

    CHAR revertToSelfFuncString[] = { 'R', 'e', 'v', 'e', 'r', 't', 'T', 'o', 'S', 'e', 'l', 'f', 0 };
    revertToSelfFunc = GetSymbolAddress(advapi32DLL, revertToSelfFuncString);

    if (!((REVERTTOSELF)revertToSelfFunc)()) {
    }
    return;
}

BOOL BeaconIsAdmin(void) {
    /* Leaving this to be implemented by people needing it */
    return FALSE;
}

/* Injection/spawning related stuffs
 *
 * These functions are basic place holders, and if implemented into something
 * real should be just calling internal functions for your tools. */
void BeaconGetSpawnTo(BOOL x86, char* buffer, int length) {
    char tempBufferPath[] = { 'C',':','\\','W','i','n','d','o','w','s','\\','S','y','s','t','e','m','3','2','\\','r','u','n','d','l','l','3','2','.','d','l','l',0x00 };
    UINT64 kernel32DLL, msvcrtDLL;
    UINT64 closeHandleFunc, strlenFunc, loadLibraryAFunc;
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return;
    }
    CHAR closeHandleString[] = { 'C', 'l', 'o', 's', 'e', 'H', 'a', 'n', 'd', 'l', 'e', 0 };
    closeHandleFunc = GetSymbolAddress(kernel32DLL, closeHandleString);

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
    loadLibraryAFunc = GetSymbolAddress(kernel32DLL, loadLibraryAString);

    CHAR msvcrtString[] = { 'm', 's', 'v', 'c', 'r', 't', '.', 'd', 'l', 'l', 0 };
    msvcrtDLL = (UINT64)((LOADLIBRARYA)loadLibraryAFunc)(msvcrtString);

    CHAR strlenString[] = { 's', 't', 'r', 'l', 'e', 'n', 0 };
    strlenFunc = GetSymbolAddress(msvcrtDLL, strlenString);

    if (buffer == NULL) {
        return;
    }
    else {
        if (((CLOSEHANDLE)closeHandleFunc)(tempBufferPath) > length) {
            return;
        }
        MyMemCpy((PBYTE) buffer, (PBYTE) tempBufferPath, ((STRLEN) strlenFunc)(tempBufferPath));

    }
    return;
}

BOOL BeaconSpawnTemporaryProcess(BOOL x86, BOOL ignoreToken, STARTUPINFO* sInfo, PROCESS_INFORMATION* pInfo) {
    char tempBufferPath[] = { 'C',':','\\','W','i','n','d','o','w','s','\\','S','y','s','t','e','m','3','2','\\','r','u','n','d','l','l','3','2','.','d','l','l',0x00 };
    UINT64 kernel32DLL;
    UINT64 createProcessAFunc;
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return 0;
    }
    CHAR createProcessAString[] = { 'C', 'r', 'e', 'a', 't', 'e', 'P', 'r', 'o', 'c', 'e','s','s','A', 0};
    createProcessAFunc = GetSymbolAddress(kernel32DLL, createProcessAString);
    BOOL bSuccess = ((CREATEPROCESSA)createProcessAFunc)(NULL, tempBufferPath, NULL, NULL, TRUE, CREATE_NO_WINDOW, NULL, NULL, sInfo, pInfo);
    return bSuccess;
}

void BeaconInjectProcess(HANDLE hProc, int pid, char* payload, int p_len, int p_offset, char* arg, int a_len) {
    /* Leaving this to be implemented by people needing/wanting it */
    return;
}

void BeaconInjectTemporaryProcess(PROCESS_INFORMATION* pInfo, char* payload, int p_len, int p_offset, char* arg, int a_len) {
    /* Leaving this to be implemented by people needing/wanting it */
    return;
}

void BeaconCleanupProcess(PROCESS_INFORMATION* pInfo) {
    UINT64 kernel32DLL;
    UINT64 closeHandleFunc;
    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return;
    }
    CHAR closeHandleString[] = { 'C', 'l', 'o', 's', 'e', 'H', 'a', 'n', 'd', 'l', 'e', 0 };
    closeHandleFunc = GetSymbolAddress(kernel32DLL, closeHandleString);
    (void)((CLOSEHANDLE) closeHandleFunc)(pInfo->hThread);
    (void)((CLOSEHANDLE)closeHandleFunc)(pInfo->hProcess);
    return;
}

BOOL toWideChar(char* src, wchar_t* dst, int max) {
    /* Leaving this to be implemented by people needing/wanting it */
    return FALSE;
}

char* BeaconGetOutputData(int* outsize) {
    char* beacon_compatibility_output = NULL;
    int beacon_compatibility_size = 0;
    int beacon_compatibility_offset = 0;
    GetFileSharingAddress((LPVOID *)&beacon_compatibility_output, &beacon_compatibility_size, &beacon_compatibility_offset);
    char* outdata = beacon_compatibility_output;
    if (outsize)
        *outsize = beacon_compatibility_size;
    beacon_compatibility_output = NULL;
    beacon_compatibility_size = 0;
    beacon_compatibility_offset = 0;
    SetFileSharingAddress(beacon_compatibility_output, beacon_compatibility_size, beacon_compatibility_offset,0);
    return outdata;
}

void SetInternalFunctions(char **internalAddressArray){

  internalAddressArray[0] = (char*)BeaconDataParse;
  internalAddressArray[1] = (char*)BeaconDataInt;
  internalAddressArray[2] = (char*)BeaconDataShort;
  internalAddressArray[3] = (char*)BeaconDataLength;
  internalAddressArray[4] = (char*)BeaconDataExtract;
  internalAddressArray[5] = (char*)BeaconFormatAlloc;
  internalAddressArray[6] = (char*)BeaconFormatReset;
  internalAddressArray[7] = (char*)BeaconFormatFree;
  internalAddressArray[8] = (char*)BeaconFormatAppend;
  internalAddressArray[9] = (char*)BeaconFormatPrintf;
  internalAddressArray[10] = (char*)BeaconFormatToString;
  internalAddressArray[11] = (char*)BeaconFormatInt;
  internalAddressArray[12] = (char*)BeaconPrintf;
  internalAddressArray[13] = (char*)BeaconOutput;
  internalAddressArray[14] = (char*)BeaconUseToken;
  internalAddressArray[15] = (char*)BeaconRevertToken;
  internalAddressArray[16] = (char*)BeaconIsAdmin;
  internalAddressArray[17] = (char*)BeaconGetSpawnTo;
  internalAddressArray[18] = (char*)BeaconSpawnTemporaryProcess;
  internalAddressArray[19] = (char*)BeaconInjectProcess;
  internalAddressArray[20] = (char*)BeaconInjectTemporaryProcess;
  internalAddressArray[21] = (char*)BeaconCleanupProcess;
  internalAddressArray[22] = (char*)toWideChar;
}

```

`COFFLoader/BeaconFunctions.h`:

```h
/*
 * Cobalt Strike 4.X BOF compatibility layer
 * -----------------------------------------
 * The whole point of these files are to allow beacon object files built for CS
 * to run fine inside of other tools without recompiling.
 *
 * Built off of the beacon.h file provided to build for CS.
 */
#pragma once
#include <stdint.h>

 /* Structures as is in beacon.h */

typedef struct {
    char* original; /* the original buffer [so we can free it] */
    char* buffer;   /* current pointer into our buffer */
    int    length;   /* remaining length of data */
    int    size;     /* total size of this buffer */
} datap;

typedef struct {
    char* original; /* the original buffer [so we can free it] */
    char* buffer;   /* current pointer into our buffer */
    int    length;   /* remaining length of data */
    int    size;     /* total size of this buffer */
} formatp;

void    BeaconDataParse(datap* parser, char* buffer, int size);
int     BeaconDataInt(datap* parser);
short   BeaconDataShort(datap* parser);
int     BeaconDataLength(datap* parser);
char* BeaconDataExtract(datap* parser, int* size);

void    BeaconFormatAlloc(formatp* format, int maxsz);
void    BeaconFormatReset(formatp* format);
void    BeaconFormatFree(formatp* format);
void    BeaconFormatAppend(formatp* format, char* text, int len);
void    BeaconFormatPrintf(formatp* format, char* fmt, ...);
char* BeaconFormatToString(formatp* format, int* size);
void    BeaconFormatInt(formatp* format, int value);

#define CALLBACK_OUTPUT      0x0
#define CALLBACK_OUTPUT_OEM  0x1e
#define CALLBACK_ERROR       0x0d
#define CALLBACK_OUTPUT_UTF8 0x20


void   BeaconPrintf(int type, char* fmt, ...);
void   BeaconOutput(int type, char* data, int len);

/* Token Functions */
BOOL   BeaconUseToken(HANDLE token);
void   BeaconRevertToken();
BOOL   BeaconIsAdmin();

/* Spawn+Inject Functions */
void   BeaconGetSpawnTo(BOOL x86, char* buffer, int length);
BOOL BeaconSpawnTemporaryProcess(BOOL x86, BOOL ignoreToken, STARTUPINFO* sInfo, PROCESS_INFORMATION* pInfo);
void   BeaconInjectProcess(HANDLE hProc, int pid, char* payload, int p_len, int p_offset, char* arg, int a_len);
void   BeaconInjectTemporaryProcess(PROCESS_INFORMATION* pInfo, char* payload, int p_len, int p_offset, char* arg, int a_len);
void   BeaconCleanupProcess(PROCESS_INFORMATION* pInfo);

/* Utility Functions */
BOOL   toWideChar(char* src, wchar_t* dst, int max);
uint32_t swap_endianess(uint32_t indata);

char* BeaconGetOutputData(int* outsize);


void SetFileSharingAddress(LPVOID beacon_compatibility_output, int beacon_compatibility_size, int beacon_compatibility_offset,int flagFirstTime);
void SetInternalFunctions(char **internalAddressArray);

```

`COFFLoader/COFFLoader.c`:

```c

#include "APISolver.h"
#include "BeaconFunctions.h"
#include "Structs.h"
#include <stdio.h>



typedef void(* COFFSIGNATURE)(PCHAR, UINT32);

UINT32 Read32le(const PUINT8 p)
{
    /* The one true way, see
     * https://commandcenter.blogspot.com/2012/04/byte-order-fallacy.html */
    return ((UINT32)p[0] << 0) |
        ((UINT32)p[1] << 8) |
        ((UINT32)p[2] << 16) |
        ((UINT32)p[3] << 24);
}
VOID Write32le(PUINT8 dst, UINT32 x)
{
    dst[0] = (UINT8)(x >> 0);
    dst[1] = (UINT8)(x >> 8);
    dst[2] = (UINT8)(x >> 16);
    dst[3] = (UINT8)(x >> 24);
}

VOID Add32(PUINT8 P, UINT32 V) {
    Write32le(P, Read32le(P) + V);
}


void ApplyGeneralRelocations(PUINT32 patchAddress, PBYTE sectionStartAddress, UINT16 givenType, UINT32 symbolOffset) {
    switch (givenType) {
        case IMAGE_REL_AMD64_REL32:
            Add32((PUINT8)patchAddress, sectionStartAddress - (PBYTE)patchAddress + symbolOffset  - 4);
            break;
        case IMAGE_REL_AMD64_ADDR32NB:
            Add32((PUINT8)patchAddress, (PUINT32) sectionStartAddress - patchAddress - 4);
            break;
        case IMAGE_REL_AMD64_ADDR64:
            *patchAddress = (UINT32)(*patchAddress + (UINT64) sectionStartAddress);
            break;
    }
}

PBYTE GetExternalFunctionAddress(LPCSTR symbolName, char** internalFunctionAddresses,  char** internalFunctionStrings) {
    UINT64 kernel32DLL, msvcrtDLL;
    UINT64 loadLibraryAFunc, strncmpFunc, strcpy_sFunc, strtok_sFunc, strlenFunc;
    CHAR localSymbolNameCopy[512];
    PCHAR localLib = NULL;
    PCHAR localFunc = NULL;
    CHAR tokenString[] = {'$','@',0x00};
    for(int i=0;i<512;i++){
      localSymbolNameCopy[i] = '\0';
    }
    CHAR prefixSymbolString[] = { '_','_','i','m','p','_',0x00 };
    CHAR prefixBeaconString[] = { '_','_','i','m','p','_','B','e','a','c','o','n',0x00 };
    CHAR prefixToWideCharString[] = { '_','_','i','m','p','_','t','o','W','i','d','e','C','h','a','r',0x00 };
    PCHAR therest = NULL;
    PBYTE returnAddress = NULL;
    LPCSTR symbolWithoutPrefix = (LPCSTR)(((PBYTE)symbolName) + 6);

    if ((kernel32DLL = GetLoadedLibrary(CRYPTED_HASH_KERNEL32)) == 0) {
        return returnAddress;
    }

    CHAR loadLibraryAString[] = { 'L', 'o', 'a', 'd', 'L', 'i', 'b', 'r', 'a', 'r', 'y', 'A', 0 };
